VideoID,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,Vote9,Vote10,Vote11,Vote12,Vote13,Vote14,Vote15,Vote16,Vote17,Vote18,Vote19,Vote20,StdDev,Mode,GA
10_00_0032,4,2,1,2,3,3,1,3,2,3,1,3,1,1,3,1,1,4,2,4,1.09,1,3
09_00_0002,1,2,4,1,1,3,1,1,1,3,2,4,2,2,2,2,4,2,4,3,1.09,2,2
13_00_0005,3,1,1,1,2,2,3,4,1,1,1,3,2,4,2,3,4,3,3,1,1.09,1,1
06_00_0018,1,1,3,2,1,4,3,1,2,4,2,1,3,2,3,2,1,2,3,1,0.99,1,2
14_00_0125,3,2,3,2,1,1,2,4,1,2,1,1,3,1,1,2,3,4,3,2,0.99,1,2
13_00_0004,2,4,1,1,1,1,2,2,2,1,3,2,4,2,1,2,3,2,4,2,0.99,2,2
08_00_0020,3,1,4,3,1,2,3,1,1,2,1,2,3,2,2,1,1,2,1,2,0.89,1,2
19_00_0016,2,1,1,2,1,1,1,2,1,3,3,2,2,3,2,1,1,4,3,2,0.89,1,2
14_00_0029,1,2,1,1,1,2,1,3,2,2,2,4,1,3,1,2,2,1,3,3,0.89,1,1
10_00_0029,3,1,1,3,2,1,4,2,2,2,2,4,4,1,3,2,1,1,2,3,1.03,2,1
21_00_0012,1,1,1,1,1,2,2,3,2,3,1,4,2,3,1,3,3,4,3,3,1.03,1,2
17_00_0008,4,3,2,1,1,1,2,3,1,2,3,2,4,3,1,1,2,2,4,2,1.03,2,1
20_00_0061,2,4,2,2,1,4,1,2,3,2,2,2,2,4,1,1,2,1,4,2,1.03,2,3
14_00_0075,1,2,2,1,2,4,3,2,1,1,2,1,4,1,4,2,3,3,2,3,1.03,2,2
09_00_0015,2,1,1,1,2,4,1,1,1,1,2,2,2,2,2,2,1,3,1,1,0.79,1,1
17_00_0024,1,2,1,3,1,1,2,1,2,1,1,3,1,1,1,2,2,3,1,3,0.79,1,1
09_00_0008,2,4,1,3,1,2,4,2,1,3,1,4,4,1,4,2,2,3,2,4,1.16,2,1
07_00_0012,4,2,4,1,2,1,2,3,2,3,4,2,4,4,3,2,2,1,1,1,1.11,2,3
18_00_0006,2,4,2,2,2,1,3,2,4,4,1,3,1,2,3,2,4,1,1,4,1.11,2,2
05_00_0032,2,1,3,3,2,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,0.74,1,2
03_00_0010,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,4,2,2,0.74,1,1
05_00_0011,2,3,3,1,1,1,1,3,2,4,4,2,1,2,2,1,2,2,1,3,0.97,1,2
02_00_0038,1,1,4,2,3,1,3,1,4,1,2,2,3,1,4,3,4,4,4,3,1.2,1,3
17_00_0020,1,2,1,1,2,1,3,3,2,2,1,1,1,2,4,1,1,2,2,2,0.83,1,2
06_00_0036,2,4,1,1,3,1,1,2,1,2,2,2,1,1,3,3,3,1,3,2,0.92,1,4
15_00_0026,3,2,1,2,2,3,2,2,1,2,1,4,1,1,4,2,2,2,1,1,0.92,2,1
15_00_0016,1,1,3,1,4,2,1,1,1,3,2,2,1,3,3,2,2,2,3,1,0.92,1,1
17_00_0012,2,4,1,2,3,1,3,1,4,2,4,1,2,4,2,4,4,1,4,4,1.24,4,3
15_00_0021,1,2,3,1,1,2,3,2,3,1,4,1,3,3,1,2,1,2,3,4,1.01,1,2
13_00_0014,3,2,1,3,1,1,4,2,2,2,4,2,1,4,1,2,2,3,2,1,1.01,2,1
24_00_0108,2,2,2,1,2,3,1,3,2,1,4,2,4,1,2,4,2,1,1,3,1.01,2,2
03_00_0004,3,3,4,2,1,3,4,2,3,1,3,3,2,1,2,1,2,4,1,1,1.05,1,2
21_00_0010,2,1,3,1,2,1,1,1,2,2,1,1,1,1,3,1,2,1,3,2,0.73,1,1
24_00_0063,1,1,1,1,2,3,1,3,2,2,2,1,2,3,1,1,3,1,2,3,0.81,1,2
20_00_0004,3,4,2,1,4,4,1,2,4,1,3,4,4,4,2,1,4,2,4,1,1.26,4,3
06_00_0026,2,2,3,2,1,1,2,2,1,1,2,1,1,2,3,4,2,2,1,1,0.81,2,2
15_00_0024,2,4,1,2,3,1,1,3,2,2,3,4,2,3,4,1,4,4,3,1,1.12,1,3
24_00_0085,2,1,2,3,3,4,2,1,1,1,1,4,4,4,4,2,3,3,2,2,1.12,2,2
14_00_0028,2,2,2,2,4,1,1,4,3,1,2,2,2,4,1,1,2,2,2,2,0.94,2,1
14_00_0119,1,2,1,2,2,1,4,2,1,3,3,1,2,1,2,2,1,2,1,3,0.85,1,2
15_00_0028,1,1,2,1,1,3,2,2,1,1,1,2,1,2,1,1,3,1,1,2,0.67,1,2
07_00_0017,1,1,2,1,1,1,2,2,1,1,1,1,2,2,3,1,1,1,2,3,0.67,1,2
19_00_0020,3,2,1,1,1,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,0.67,1,2
21_00_0014,3,1,2,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,2,1,0.67,1,1
06_00_0001,3,3,4,1,4,3,1,4,4,2,3,2,2,4,1,1,4,2,1,2,1.16,4,2
14_00_0114,2,4,1,4,4,4,1,3,3,1,3,4,1,3,2,1,2,2,2,4,1.16,4,4
19_00_0015,2,4,1,3,4,1,1,3,3,4,4,2,2,3,1,1,4,3,2,4,1.16,4,4
08_00_0014,2,3,1,2,2,1,2,2,3,3,4,1,1,3,3,1,4,2,4,4,1.07,2,2
08_00_0022,3,4,2,1,2,4,4,3,4,2,2,1,1,1,2,2,2,2,2,4,1.07,2,3
24_00_0091,2,1,3,1,2,2,1,1,1,3,4,2,2,3,3,1,2,4,3,3,0.98,1,1
14_00_0109,3,3,1,2,1,3,2,2,3,4,2,2,1,2,1,1,2,1,1,3,0.89,1,3
12_00_0021,3,2,2,2,2,2,4,1,4,2,2,1,1,2,2,1,1,3,1,2,0.89,2,3
10_00_0008,2,4,1,1,2,4,1,3,2,1,2,3,2,2,1,2,2,2,2,1,0.89,2,2
15_00_0015,1,3,3,1,1,2,3,3,4,1,3,1,4,2,2,1,3,3,2,4,1.06,3,1
01_00_0012,3,2,2,3,2,3,1,2,2,1,2,4,1,4,2,4,3,1,4,1,1.06,2,1
05_00_0031,2,4,4,2,1,4,2,4,1,3,3,1,1,1,2,2,2,3,2,3,1.06,2,2
08_00_0018,2,3,4,1,1,4,4,2,4,4,4,3,2,2,1,1,2,4,2,4,1.19,4,1
20_00_0088,3,1,4,1,4,3,4,3,1,4,1,4,1,2,2,4,2,2,4,3,1.19,4,4
17_00_0019,1,1,3,1,3,2,2,2,1,2,4,1,2,2,1,4,2,3,2,2,0.92,2,1
11_00_0014,1,3,2,2,1,3,2,2,1,1,1,3,4,2,3,3,2,1,3,1,0.92,1,1
15_00_0037,3,2,1,1,2,2,3,1,2,3,3,3,1,1,1,2,1,1,3,2,0.83,1,2
01_00_0003,2,2,2,1,1,1,3,3,3,1,2,1,4,2,2,1,1,2,2,2,0.83,2,1
13_00_0013,1,1,1,3,1,2,2,1,1,1,3,2,2,2,2,2,2,2,4,3,0.83,2,3
03_00_0006,3,3,2,1,1,1,1,2,2,3,1,2,2,2,4,2,2,2,1,1,0.83,2,2
09_00_0014,2,1,1,1,1,2,2,2,3,1,2,2,2,1,2,3,1,4,3,2,0.83,2,2
09_00_0019,2,2,2,1,1,1,3,2,2,1,2,1,2,4,2,3,1,1,3,2,0.83,2,2
22_00_0034,3,2,2,1,3,1,1,2,1,1,3,2,2,4,2,1,2,2,1,2,0.83,2,2
01_00_0008,3,3,2,1,3,1,1,3,2,1,3,1,1,4,3,1,2,3,3,2,0.96,3,1
13_00_0001,3,2,4,2,3,1,1,1,3,4,2,1,1,3,3,2,2,1,2,2,0.96,2,1
08_00_0011,3,2,1,1,2,1,1,1,3,1,4,2,2,3,3,2,2,4,2,3,0.96,2,2
10_00_0025,2,4,1,3,1,2,4,1,4,3,4,4,1,4,1,2,3,4,4,3,1.22,4,2
14_00_0004,3,2,3,2,1,2,2,1,2,2,4,1,4,4,2,1,2,2,2,4,1,2,1
23_00_0021,3,3,3,2,3,1,2,2,4,4,2,1,1,2,4,1,3,2,1,2,1,2,2
23_00_0013,2,3,1,1,3,1,1,2,4,2,3,3,2,4,1,2,2,2,4,3,1,2,2
17_00_0014,2,3,1,2,1,1,3,2,4,3,3,2,1,4,1,2,3,2,4,2,1,2,2
09_00_0017,2,4,4,2,4,4,2,1,4,1,2,4,2,3,3,3,2,2,1,1,1.12,2,1
14_00_0101,2,3,1,3,2,1,3,1,4,2,4,4,1,4,2,2,4,4,2,2,1.12,2,2
15_00_0036,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0.56,1,2
16_00_0028,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0.56,1,1
16_00_0008,2,2,3,2,4,3,2,1,1,3,2,3,1,3,3,1,4,3,1,1,0.99,3,2
07_00_0009,2,3,1,3,2,2,4,2,3,2,3,1,2,1,2,2,1,1,4,4,0.99,2,1
10_00_0034,2,3,4,2,2,1,2,2,2,4,4,3,1,3,1,1,2,1,3,2,0.99,2,2
08_00_0019,1,2,2,2,2,3,3,2,2,1,1,2,3,4,1,1,1,2,3,1,0.86,2,1
16_00_0009,2,1,1,3,1,1,2,2,1,3,2,2,1,2,3,2,3,4,2,1,0.86,2,2
19_00_0018,2,3,2,1,2,4,2,2,2,1,3,2,3,1,1,1,2,3,1,1,0.86,2,2
20_00_0117,2,3,1,1,2,3,4,2,1,3,4,4,4,3,2,2,3,1,3,1,1.07,3,2
22_00_0050,2,2,1,4,4,3,3,3,1,4,1,3,1,3,1,3,3,2,4,2,1.07,3,4
07_00_0010,2,2,1,2,2,1,4,2,4,3,4,3,1,4,1,2,4,2,3,2,1.07,2,1
10_00_0026,1,2,2,1,1,4,2,2,4,3,3,4,2,4,2,4,1,2,2,3,1.07,2,1
24_00_0050,2,1,2,1,3,3,2,1,3,1,2,3,1,4,2,3,4,3,4,4,1.07,3,3
18_00_0054,1,4,3,1,3,1,3,2,4,2,1,2,3,1,3,4,2,4,3,3,1.07,3,3
01_00_0004,1,3,3,1,2,3,2,3,2,3,4,1,3,1,4,3,2,4,1,4,1.07,3,3
17_00_0015,2,4,1,1,3,2,2,4,3,3,4,2,2,2,2,1,4,2,1,4,1.07,2,2
14_00_0105,1,3,1,4,1,4,1,3,4,4,2,3,2,4,4,4,1,4,3,4,1.24,4,3
21_00_0009,3,3,3,1,1,1,1,2,4,4,4,3,1,3,2,3,4,4,2,3,1.11,3,1
09_00_0012,1,1,4,2,3,3,2,2,2,3,4,4,4,4,2,2,4,1,1,3,1.11,2,3
23_00_0022,2,3,4,1,1,2,2,2,1,4,3,4,2,2,1,3,4,2,2,3,1.02,2,1
24_00_0057,1,4,1,2,1,3,1,2,2,2,4,3,1,3,3,3,4,3,2,3,1.02,3,3
15_00_0045,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,0.51,1,2
16_00_0027,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,0.51,1,1
08_00_0010,2,2,2,1,3,2,2,1,1,1,2,4,4,1,2,2,2,3,2,3,0.89,2,1
02_00_0052,1,2,3,2,1,3,1,1,2,2,2,4,3,4,2,2,2,2,1,2,0.89,2,3
16_00_0020,2,1,1,3,2,2,3,3,3,3,2,1,1,2,2,1,3,1,4,2,0.89,2,2
05_00_0012,4,3,1,1,2,3,1,2,2,1,2,2,3,3,2,2,1,4,2,3,0.93,2,3
02_00_0040,2,2,1,3,2,2,3,1,2,1,3,3,1,4,3,1,2,4,2,2,0.93,2,2
06_00_0000,1,4,4,4,3,1,1,4,2,4,3,3,4,1,1,3,4,3,2,3,1.18,4,2
14_00_0021,1,4,2,3,3,3,4,4,1,4,1,1,4,3,4,3,2,3,1,4,1.18,4,3
13_00_0012,2,1,1,3,3,4,3,1,3,3,4,2,1,2,3,2,4,2,1,2,1.01,2,1
22_00_0020,3,3,1,2,1,3,2,1,1,4,2,3,4,2,4,3,1,3,2,2,1.01,2,3
19_00_0007,2,2,2,2,1,3,4,1,2,2,2,3,1,4,2,2,3,4,1,4,1.01,2,3
01_00_0006,2,2,2,2,1,2,4,4,2,3,2,3,4,4,2,1,3,1,1,2,1.01,2,1
21_00_0002,1,2,1,2,3,1,1,2,1,3,2,2,1,2,4,3,2,3,2,2,0.84,2,1
06_00_0024,3,1,1,2,3,1,4,3,1,2,2,2,2,2,1,2,3,2,1,2,0.84,2,3
12_00_0022,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,3,2,2,1,3,0.67,1,2
01_00_0011,1,1,1,1,3,2,1,3,1,2,1,1,1,2,2,2,2,1,1,2,0.67,1,1
06_00_0031,3,2,4,1,1,3,1,4,4,3,2,4,4,2,4,1,2,4,3,4,1.17,4,4
17_00_0016,2,3,1,1,1,2,2,1,3,1,1,1,1,2,2,2,3,2,2,1,0.71,1,1
11_00_0015,1,1,4,1,3,1,2,2,2,2,2,2,2,3,2,2,1,1,2,1,0.79,2,1
16_00_0011,3,4,1,2,1,2,1,2,1,1,2,3,2,2,2,2,1,1,2,2,0.79,2,2
14_00_0124,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0.54,1,2
16_00_0026,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,2,1,0.54,1,1
15_00_0033,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,0.54,1,1
01_00_0018,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,2,2,2,2,0.58,1,1
16_00_0010,2,3,2,1,2,3,1,3,4,3,3,3,2,2,1,1,3,1,1,2,0.91,3,2
10_00_0037,3,1,3,1,2,2,1,2,2,2,2,3,2,3,1,2,1,2,4,4,0.91,2,2
03_00_0005,2,3,1,1,3,2,2,3,1,1,3,4,4,2,1,2,3,2,3,3,0.95,3,2
14_00_0110,2,2,4,3,1,1,3,3,1,1,4,3,1,2,2,3,3,3,2,2,0.95,3,3
07_00_0008,1,4,1,3,3,1,4,4,2,2,2,4,2,4,3,3,2,1,3,3,1.07,3,2
14_00_0033,1,1,4,2,2,2,3,3,3,3,3,4,4,4,2,3,4,1,1,2,1.07,3,2
14_00_0010,2,2,4,3,1,3,2,3,4,1,4,4,4,1,3,1,2,3,3,2,1.07,3,3
24_00_0066,2,2,1,1,2,4,1,3,4,4,4,2,2,2,3,3,4,4,2,2,1.07,2,2
24_00_0000,2,4,4,3,1,3,1,1,4,3,1,1,3,4,4,3,4,4,3,4,1.19,4,1
20_00_0002,1,2,2,3,3,2,4,1,4,4,1,2,3,4,1,4,4,4,4,4,1.19,4,3
13_00_0011,1,1,2,2,3,2,3,1,3,2,1,2,2,1,4,3,2,3,4,3,0.94,2,1
12_00_0011,3,1,1,4,2,2,2,4,1,3,2,3,3,2,1,1,3,2,2,3,0.94,2,2
14_00_0007,3,1,2,2,3,3,4,4,1,3,1,1,1,3,3,2,4,3,2,3,1.02,3,1
10_00_0019,3,3,2,2,1,4,2,4,2,3,2,4,2,3,1,1,4,2,3,1,1.02,2,3
09_00_0013,4,1,4,2,3,2,2,3,2,4,1,1,2,3,4,4,2,2,2,2,1.02,2,1
24_00_0024,2,2,3,2,1,2,4,2,4,3,4,4,4,3,2,1,2,2,1,2,1.02,2,2
03_00_0009,4,1,3,3,3,2,3,3,1,4,4,1,2,4,1,4,4,3,2,2,1.1,3,1
12_00_0012,1,4,3,2,2,2,3,3,4,4,4,4,4,3,1,1,2,3,3,1,1.1,3,3
17_00_0009,3,3,1,3,4,2,2,4,4,1,2,3,1,4,1,4,3,2,4,3,1.1,3,3
14_00_0126,2,1,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,0.57,1,2
15_00_0042,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,2,2,0.57,1,2
15_00_0041,2,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,0.57,1,1
10_00_0044,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,2,2,1,0.57,1,1
05_00_0034,3,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0.57,1,1
18_00_0003,3,3,4,4,2,2,1,1,4,4,2,1,3,4,4,4,4,3,1,4,1.18,4,3
21_00_0013,2,1,1,2,2,2,3,1,3,2,3,2,2,3,1,2,3,1,1,1,0.77,2,1
07_00_0020,3,1,2,2,1,1,2,2,3,2,1,1,1,2,3,2,3,1,3,2,0.77,2,2
20_00_0026,1,2,4,3,2,3,1,4,4,3,3,3,3,2,2,2,2,2,1,1,0.97,2,3
18_00_0102,3,3,4,1,4,2,4,3,2,1,4,4,3,2,3,3,1,4,1,4,1.12,4,3
02_00_0041,4,4,3,3,4,2,4,4,4,2,3,1,3,3,3,1,1,1,4,2,1.12,4,4
14_00_0107,3,1,2,2,1,1,2,1,1,2,1,2,3,3,3,3,3,2,2,1,0.8,1,2
10_00_0027,1,2,1,3,2,2,3,1,3,1,4,4,3,2,2,4,2,2,3,2,0.96,2,3
14_00_0118,2,1,2,1,2,3,4,2,2,2,1,2,1,1,3,2,3,2,1,2,0.8,2,1
23_00_0023,1,3,1,1,1,3,2,2,3,2,2,1,2,2,2,1,2,4,2,2,0.8,2,2
13_00_0009,3,2,1,1,2,2,2,2,4,2,2,2,1,2,1,1,3,2,1,3,0.8,2,2
