VideoID,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,Vote9,Vote10,Vote11,Vote12,Vote13,Vote14,Vote15,Vote16,Vote17,Vote18,Vote19,Vote20,StdDev,Mode,GA
12_07_00,3,2,4,2,1,2,2,2,4,4,4,2,1,2,3,4,3,3,4,3,0.99373034571758956,2,3
15_04_00,2,2,3,2,2,4,3,3,4,3,3,2,2,4,3,4,3,4,2,4,0.80467384697155397,2,3
26_03_05,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,0.76648548583779463,4,3
20_05_02,2,1,2,2,1,2,1,2,1,2,1,1,1,3,1,1,2,2,2,4,0.78102496759066542,1,2
16_03_22,1,1,1,2,1,1,3,2,1,3,4,1,1,2,2,1,1,1,4,1,1.00498756211208895,1,3
08_02_01,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,0.47696960070847283,4,4
12_07_04,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,0.91651513899116810,1,1
12_07_05,2,3,4,2,4,3,3,1,2,4,3,3,4,3,4,3,3,3,3,4,0.80467384697155386,3,2
15_04_02,4,2,4,2,4,2,3,4,3,3,3,4,4,2,4,3,2,4,4,4,0.82915619758884995,4,3
22_01_00,4,1,2,1,1,3,2,3,4,1,4,4,1,1,4,4,1,4,4,4,1.35185058345957754,4,3
15_02_14,2,3,2,3,2,2,2,1,4,4,1,2,4,4,1,1,2,2,1,2,1.04283268073071045,2,2
17_05_00,4,2,4,4,4,2,3,4,4,4,4,4,4,4,4,3,4,4,2,4,0.73484692283495356,4,3
19_05_13,3,1,3,2,3,1,4,2,4,4,2,1,1,2,2,3,4,3,1,3,1.07121426428142730,3,1
15_02_13,4,4,4,3,2,1,2,4,2,4,3,3,3,2,3,4,2,3,4,4,0.92059763197609834,4,2
16_03_09,1,1,3,3,4,2,4,4,1,1,1,2,2,2,1,4,4,4,2,1,1.23592070943082755,1,1
18_09_02,3,2,4,2,1,4,1,3,4,3,3,1,4,4,3,1,2,2,1,1,1.16081867662438998,1,3
17_05_02,3,4,4,4,4,1,4,2,1,4,4,4,4,3,4,3,4,2,2,3,1.02956301409869999,4,3
09_05_01,2,3,2,2,2,2,2,4,3,2,2,4,4,2,3,3,4,4,1,4,0.94207218407083859,2,3
12_06_05,3,4,3,3,4,2,4,2,4,3,4,4,4,4,3,4,4,3,4,4,0.67082039324993692,4,3
08_02_00,2,4,2,2,3,2,2,3,2,3,4,3,4,4,3,4,4,3,3,4,0.80467384697155397,3,1
19_05_17,1,4,2,2,1,2,2,2,2,1,4,2,4,1,2,2,1,4,4,2,1.08972473588516849,2,1
12_07_09,1,1,3,1,3,1,4,2,2,4,1,3,1,2,2,2,4,3,1,3,1.07703296142690097,1,2
12_07_03,3,4,4,4,4,2,3,3,4,3,4,4,4,4,4,3,2,4,4,4,0.66895440801298278,4,3
21_13_01,4,4,3,3,4,3,2,4,3,3,4,4,4,4,2,4,4,3,3,4,0.66895440801298278,4,4
09_06_02,3,3,4,3,4,2,4,4,3,2,4,2,3,4,3,2,2,3,2,4,0.80467384697155397,3,2
16_03_14,3,4,4,4,2,4,2,4,3,4,4,3,4,3,4,4,3,4,4,2,0.73993242934743719,4,4
28_11_49,2,3,2,2,2,2,2,4,2,2,3,3,4,2,1,3,4,4,3,4,0.90000000000000002,2,2
16_03_06,4,2,4,2,4,3,4,3,4,4,4,4,4,2,4,4,2,4,4,4,0.80622577482985502,4,4
10_06_03,4,2,4,4,1,3,2,1,4,4,4,2,2,3,4,4,4,4,2,4,1.09087121146357147,4,2
12_06_04,2,3,4,3,4,2,3,4,4,1,4,2,2,4,1,3,4,4,2,4,1.04880884817015163,4,1
09_07_00,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,1,0.73993242934743719,4,4
24_10_22,4,4,4,2,4,4,2,3,3,4,4,4,4,3,4,3,4,3,4,3,0.67082039324993692,4,4
12_07_01,1,3,3,2,3,4,1,2,3,1,4,4,4,1,2,3,2,4,1,2,1.11803398874989490,1,3
26_03_02,4,4,2,3,4,4,1,4,2,2,2,1,3,4,3,4,1,4,1,3,1.16619037896905997,4,2
24_10_23,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,0.64031242374328490,4,4
10_06_05,2,3,2,4,3,3,2,4,3,2,2,4,4,2,2,3,4,4,3,4,0.83666002653407556,2,3
24_10_24,4,2,4,2,4,1,1,4,4,1,4,4,4,2,4,4,2,4,4,4,1.19478031453485189,4,4
16_03_28,3,4,4,3,4,3,4,3,3,4,4,4,1,4,4,4,4,4,3,3,0.74161984870956632,4,4
19_05_18,2,2,1,1,1,2,1,1,1,1,1,1,1,4,3,1,1,2,2,1,0.80622577482985502,1,1
12_07_06,1,1,1,1,1,2,1,2,1,4,1,1,1,2,1,1,1,1,2,2,0.73484692283495334,1,1
19_05_16,1,1,4,1,1,2,4,1,2,1,1,1,1,2,2,1,3,3,4,2,1.09087121146357147,1,1
10_06_06,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,2,2,0.91651513899116810,1,1
09_07_03,3,4,1,2,3,4,1,2,4,4,2,1,1,4,4,2,4,2,1,4,1.23592070943082755,4,1
24_11_08,4,3,3,2,3,4,4,2,4,4,4,4,3,4,4,3,4,3,1,3,0.84261497731763579,4,3
24_11_13,1,2,2,2,4,2,2,2,2,1,3,1,4,2,1,3,2,1,1,1,0.92059763197609856,2,2
17_04_08,4,4,4,3,2,4,2,4,4,4,4,4,4,2,4,3,3,4,4,4,0.73993242934743719,4,3
28_00_00,2,2,2,3,2,3,2,4,3,2,2,2,4,2,2,3,2,4,3,4,0.79214897588774291,2,2
15_04_04,1,4,2,1,3,4,1,2,3,1,2,2,2,2,3,2,1,1,1,3,0.97339611669658899,1,1
24_11_14,3,2,2,4,1,2,3,2,4,4,1,3,2,4,4,3,3,1,2,2,1.01980390271855681,2,2
09_05_00,3,1,4,2,4,2,4,4,4,2,4,2,4,4,4,4,4,4,4,1,1.08972473588516849,4,4
16_03_31,4,2,3,3,2,4,2,3,2,2,3,1,4,3,3,4,4,4,3,4,0.89442719099991586,3,3
09_06_00,2,4,3,4,4,4,4,2,4,1,2,2,3,3,3,2,4,2,1,4,1.04403065089105507,4,2
09_07_01,4,2,4,2,1,4,3,2,4,3,2,1,3,2,4,2,2,4,4,4,1.06183802907976510,4,3
16_03_25,2,3,3,4,3,2,1,2,4,4,4,2,1,3,4,2,1,3,4,4,1.07703296142690097,4,3
16_03_29,2,3,1,2,2,2,2,3,4,2,2,4,1,1,2,3,2,1,1,1,0.92059763197609834,2,3
17_04_05,3,4,4,3,4,2,3,4,4,4,1,4,4,4,4,4,4,4,3,4,0.80467384697155420,4,3
24_10_21,4,4,4,3,2,3,3,4,3,4,3,4,3,3,3,4,2,3,4,4,0.65383484153110105,3,4
16_03_18,4,3,4,3,3,4,2,3,1,4,1,3,3,4,4,4,3,4,3,2,0.94339811320566047,3,4
21_12_01,2,2,3,3,4,3,4,4,3,2,3,4,2,3,4,4,3,3,3,2,0.73993242934743697,3,3
18_08_06,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,0.53619026473818043,1,1
09_05_04,3,3,4,4,4,3,4,4,4,4,4,2,4,4,3,3,4,4,3,1,0.80467384697155420,4,3
28_11_48,3,4,3,2,4,2,3,1,4,4,4,4,2,2,4,4,4,4,3,1,1.04403065089105507,4,2
17_04_06,4,2,4,2,4,2,4,2,4,3,4,4,4,3,4,4,2,4,4,4,0.86023252670426242,4,3
16_03_16,2,3,3,3,3,3,3,3,3,2,2,4,2,3,2,4,4,2,1,4,0.81240384046359604,3,3
19_05_14,1,1,2,1,2,1,1,2,1,4,1,1,1,2,2,2,1,3,1,1,0.80467384697155420,1,1
26_03_03,3,1,2,2,2,1,1,2,4,4,2,1,1,3,4,2,1,3,1,4,1.12249721603218244,1,1
26_03_07,1,3,2,3,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,3,0.91651513899116777,1,1
18_08_05,3,4,4,3,4,3,3,3,4,4,2,1,3,2,3,4,2,1,4,2,0.97339611669658910,3,3
26_03_04,1,1,1,1,1,1,4,1,2,2,2,1,1,2,2,4,3,2,4,1,1.06183802907976510,1,1
16_03_08,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,1,3,4,4,0.72629195231669752,4,3
18_09_03,1,4,4,3,2,4,2,4,4,4,4,2,3,4,2,3,1,4,4,3,1.04403065089105507,4,2
16_03_15,4,4,3,3,4,2,4,3,4,4,4,4,4,4,4,4,4,4,3,4,0.55677643628300211,4,4
14_02_00,1,3,2,1,4,1,1,2,2,1,2,1,3,2,2,2,1,1,3,1,0.87177978870813466,1,1
16_03_27,2,2,1,1,2,4,3,1,3,2,2,1,2,3,2,1,2,3,1,1,0.86458082328952901,2,2
24_11_11,1,1,1,1,1,1,1,1,2,1,4,2,4,1,1,1,1,1,1,3,0.97467943448089633,1,1
16_03_13,2,3,2,3,4,3,3,4,3,2,3,4,4,2,3,4,3,4,2,4,0.76811457478686085,3,2
09_07_02,3,4,4,3,3,3,4,2,1,4,4,4,4,1,4,4,4,4,2,2,1.02956301409870021,4,3
