VideoID,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,Vote9,Vote10,Vote11,Vote12,Vote13,Vote14,Vote15,Vote16,Vote17,Vote18,Vote19,Vote20,StdDev,Mode,GA
21_05_00,2,4,1,4,4,3,3,3,3,3,4,2,2,4,1,1,1,3,4,1,1.15217186218029122,3,1
16_00_30,4,2,2,2,2,1,1,1,4,2,4,2,2,3,1,1,2,1,1,2,1.00000000000000000,2,1
25_00_54,4,1,3,4,3,3,2,2,4,2,2,3,4,3,3,3,4,4,4,4,0.88881944173155891,4,3
24_04_12,3,3,1,4,3,2,2,2,3,4,4,1,4,1,4,2,2,2,2,3,1.01980390271855703,2,3
11_02_00,2,4,2,4,2,4,4,2,3,1,2,4,4,4,1,2,2,2,2,3,1.05356537528527405,2,3
20_03_05,3,3,1,2,3,2,3,3,3,4,3,3,2,2,1,2,2,2,3,3,0.74161984870956632,3,2
28_05_15,4,2,3,1,3,3,2,2,3,3,3,4,3,4,4,4,3,2,3,3,0.80467384697155397,3,3
24_04_21,4,2,2,4,1,4,1,1,2,2,1,1,2,4,4,3,3,1,1,3,1.18743420870379168,1,3
11_02_01,2,3,2,1,1,4,2,1,1,2,1,4,4,3,1,1,2,2,2,2,1.02347447452293605,2,1
24_07_00,4,3,4,4,4,3,3,3,3,4,3,3,2,4,3,4,2,3,4,3,0.64031242374328490,3,4
25_05_13,4,2,4,3,3,1,3,4,1,4,2,4,1,4,3,2,2,1,2,3,1.10792599030801675,4,3
24_04_22,1,1,2,4,3,3,1,4,3,3,1,3,1,3,4,1,1,3,2,1,1.13468057179102177,1,3
14_00_00,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,0.47696960070847277,1,1
11_02_02,1,2,1,2,4,4,2,1,2,1,1,1,1,3,1,1,1,1,1,1,0.96953597148326565,1,1
25_05_08,4,1,4,3,3,3,4,3,4,4,2,3,3,3,3,2,1,4,4,4,0.94339811320566036,3,3
19_05_01,4,4,4,2,2,3,4,1,3,3,4,3,3,3,4,1,3,2,1,4,1.04403065089105507,3,4
28_01_06,3,1,4,4,3,3,2,2,4,4,2,4,4,2,2,4,3,4,3,4,0.94339811320566047,4,4
24_04_20,3,3,1,3,3,1,2,2,3,4,4,1,4,1,4,2,2,2,1,2,1.06770782520313112,2,3
28_05_14,2,1,3,2,3,2,2,4,3,4,2,2,4,3,3,2,3,4,4,3,0.87177978870813488,2,3
28_09_03,4,4,2,3,3,2,3,3,3,4,3,3,4,4,3,4,4,2,4,4,0.71414284285428498,4,4
16_00_27,2,3,4,4,4,2,3,3,2,3,1,4,4,1,3,3,3,3,3,3,0.88881944173155880,3,2
24_06_00,2,3,4,3,1,4,1,2,2,2,1,3,1,1,3,2,1,2,1,3,0.99498743710662008,1,3
28_02_02,3,2,4,3,3,2,3,3,1,3,3,3,3,4,3,2,4,2,3,2,0.74833147735478822,3,3
20_03_07,4,2,2,4,2,4,2,4,3,4,2,3,4,4,3,4,4,2,3,2,0.88881944173155902,4,3
25_00_57,4,4,3,2,3,3,3,2,3,2,2,2,3,3,3,2,3,4,4,3,0.69999999999999996,3,3
20_02_05,4,3,2,1,1,1,4,1,3,2,1,3,2,2,1,4,1,1,1,2,1.09544511501033215,1,1
14_00_01,2,1,2,1,2,3,4,1,2,3,1,3,2,3,3,3,1,1,1,1,0.94868329805051377,1,1
25_05_09,2,1,4,3,3,2,3,4,4,4,4,2,4,2,2,3,1,1,4,4,1.10792599030801675,4,4
24_05_03,3,3,4,3,4,2,1,4,2,3,2,4,4,2,4,4,4,2,1,2,1.04403065089105507,4,3
28_09_04,3,1,3,3,3,2,3,4,3,2,4,3,4,4,3,3,1,2,3,2,0.87177978870813477,3,3
20_03_04,2,3,3,1,3,4,1,3,4,3,2,3,1,1,2,1,1,1,2,2,1.01365674663566452,1,2
28_05_13,3,1,3,4,3,3,2,3,4,4,3,3,3,3,3,3,2,4,4,4,0.76811457478686085,3,3
25_00_55,4,4,4,4,2,3,1,2,3,1,1,2,2,3,1,2,3,1,1,3,1.10792599030801675,1,2
25_05_16,3,4,3,3,2,3,3,3,2,4,3,3,1,4,3,3,4,2,3,3,0.73993242934743697,3,3
19_05_00,2,3,2,1,3,4,3,4,3,2,3,3,1,1,2,3,3,3,3,3,0.86023252670426276,3,4
24_07_02,2,2,4,3,4,3,3,3,3,3,4,1,4,3,1,4,1,3,2,4,1.01365674663566474,3,4
25_05_10,3,3,1,4,2,2,2,3,3,2,2,2,1,2,2,3,1,2,3,2,0.76648548583779463,2,3
24_05_02,4,4,4,3,3,2,1,3,2,1,4,2,1,3,2,4,3,2,3,1,1.06770782520313112,3,3
16_00_28,3,4,2,1,2,4,1,3,4,2,4,3,3,2,3,2,3,2,4,3,0.94207218407083859,3,1
18_05_01,1,1,1,2,1,3,2,1,2,2,1,3,4,2,2,3,2,2,2,1,0.83066238629180744,2,1
28_06_01,4,4,4,3,3,4,4,1,4,4,3,4,4,2,4,2,3,4,4,4,0.86458082328952934,4,4
28_01_08,4,1,3,4,3,2,2,4,4,4,4,3,4,3,2,3,3,4,4,4,0.88741196746494244,4,4
18_04_00,4,3,1,1,1,1,4,1,4,3,4,2,2,4,3,1,1,1,1,3,1.25996031683541521,1,4
12_03_00,1,1,2,1,2,2,4,2,3,2,2,2,2,1,3,1,3,1,1,1,0.85293610546159915,1,2
25_05_21,4,4,2,4,3,2,3,1,4,2,2,3,4,2,3,1,4,1,4,2,1.08972473588516849,4,4
20_02_06,1,4,2,2,1,1,1,4,1,1,1,2,1,3,4,3,3,3,1,3,1.13578166916005463,1,3
24_05_05,4,3,1,2,1,1,4,1,2,2,2,3,2,3,1,2,1,1,1,3,1.00000000000000000,1,3
16_00_34,4,1,2,3,2,2,2,2,2,4,2,1,2,3,1,3,3,2,4,1,0.95393920141694555,2,1
25_00_44,3,1,3,4,3,4,4,3,4,2,4,2,4,3,3,3,3,4,3,3,0.79214897588774313,3,3
23_00_20,2,4,1,4,2,1,2,3,2,1,2,2,3,2,3,2,3,3,4,3,0.92059763197609856,2,2
28_05_06,3,4,3,4,4,3,1,3,1,3,2,2,2,4,3,4,3,2,4,3,0.94339811320566047,3,3
14_00_02,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,0.50000000000000000,1,1
28_01_07,4,4,3,3,4,3,4,2,3,4,2,2,1,3,4,3,2,2,4,2,0.92059763197609834,4,3
25_05_20,3,2,3,4,3,3,4,2,3,1,3,2,3,2,3,3,1,1,4,1,0.97339611669658932,3,2
24_04_16,2,2,3,1,1,2,1,3,2,2,1,2,3,1,1,4,2,3,1,1,0.88881944173155891,1,1
19_04_01,1,3,3,1,1,2,1,4,2,1,4,3,3,4,1,2,2,2,2,1,1.06183802907976510,1,3
25_00_45,4,3,3,1,4,2,1,3,2,3,2,3,2,3,4,3,2,3,4,3,0.88741196746494244,3,4
20_03_00,2,4,3,3,2,4,2,2,3,4,3,4,4,3,4,3,4,2,2,3,0.80467384697155397,3,3
23_00_19,2,4,2,4,3,2,2,2,3,4,2,1,4,2,4,3,2,3,4,4,0.96306801421291111,2,2
24_05_01,2,2,4,2,4,3,4,2,2,4,1,2,2,3,3,4,2,3,2,4,0.94207218407083859,2,4
27_05_02,4,3,3,4,1,4,4,4,4,3,2,4,4,4,4,3,4,4,4,4,0.80467384697155420,4,4
25_00_60,4,4,3,3,4,4,3,2,4,2,2,2,4,2,3,1,4,2,4,4,0.97339611669658910,4,3
17_02_00,4,2,1,3,4,4,3,2,1,2,1,3,2,2,1,1,1,4,1,1,1.15217186218029122,1,1
27_05_00,1,2,1,1,2,2,3,1,2,2,3,2,2,2,1,1,1,1,1,3,0.71414284285428498,1,1
27_04_01,3,2,3,2,2,4,2,3,2,3,3,4,3,3,2,2,2,1,2,4,0.80000000000000004,2,3
19_04_00,1,2,1,1,1,4,2,3,1,3,1,3,3,1,1,2,1,1,3,2,0.96306801421291122,1,3
16_00_26,1,1,3,2,2,2,3,2,2,3,1,3,4,1,2,1,3,1,2,3,0.88881944173155891,2,1
25_00_61,3,4,3,2,3,4,1,4,4,3,3,4,2,4,4,3,2,3,4,4,0.87177978870813488,4,4
20_03_03,4,4,4,2,2,4,4,1,4,3,2,4,2,3,4,2,3,1,2,4,1.07121426428142730,4,4
28_09_00,2,1,1,1,2,2,2,4,3,4,3,2,3,3,3,4,2,1,4,3,1.02469507659595993,2,2
28_05_08,3,1,4,3,2,3,3,4,3,3,2,2,2,4,2,1,2,3,1,1,0.97339611669658932,3,3
24_04_15,4,3,4,2,4,2,1,2,1,4,1,1,1,1,4,2,2,1,4,4,1.28062484748657002,1,4
25_00_52,3,4,4,4,2,4,4,3,2,2,1,2,3,3,1,2,2,4,4,2,1.02956301409870021,2,3
25_01_02,4,4,3,1,2,3,4,2,1,1,2,2,1,3,1,3,3,2,1,2,1.04283268073071045,1,2
28_01_11,1,1,2,2,3,2,4,4,4,4,2,2,4,3,3,4,3,4,4,4,1.04880884817015163,4,3
24_05_04,4,3,4,4,4,3,3,2,4,4,4,4,4,3,4,4,2,1,4,4,0.86458082328952934,4,4
24_06_01,4,1,4,1,3,3,2,3,4,4,1,4,3,3,1,1,4,2,1,4,1.23592070943082755,4,4
25_05_01,2,2,3,1,4,2,2,2,3,2,2,1,4,3,2,3,2,1,2,2,0.82915619758884995,2,3
24_05_07,2,3,4,3,3,4,3,3,4,4,2,3,4,3,2,3,3,2,3,2,0.70710678118654757,3,2
25_00_56,3,4,4,3,3,2,4,4,4,2,2,3,3,2,4,3,4,2,4,4,0.81240384046359615,4,3
17_02_02,4,1,3,1,4,3,2,4,2,3,3,2,2,3,4,1,4,3,2,3,1.00498756211208917,3,2
24_04_18,1,1,1,1,1,4,4,1,1,3,1,3,3,2,1,1,2,1,1,1,1.05356537528527383,1,1
24_04_19,4,2,4,4,4,2,4,1,4,4,4,4,2,3,4,3,3,1,2,3,1.04403065089105507,4,3
28_02_04,4,3,4,2,3,1,2,4,4,4,3,4,4,4,4,4,4,1,3,4,1.00498756211208895,4,4
28_02_05,3,1,3,2,1,4,2,3,1,3,3,2,2,1,4,3,2,1,2,3,0.95393920141694566,3,1
28_11_00,1,2,3,3,2,3,2,2,3,3,2,4,3,4,4,2,3,1,4,3,0.90000000000000002,3,2
16_00_37,2,1,2,1,3,2,2,4,1,3,2,3,1,2,2,1,1,3,3,1,0.89442719099991586,1,3
20_03_02,3,3,2,4,3,4,4,4,3,4,4,3,1,3,4,4,3,2,4,4,0.84261497731763579,4,3
28_05_12,4,2,3,3,2,4,2,1,3,4,4,4,4,3,4,4,4,1,4,4,1.02956301409870021,4,3
18_02_00,2,4,3,3,3,3,3,2,3,1,1,3,1,3,2,2,2,1,2,2,0.84261497731763579,3,2
24_04_17,4,2,3,2,1,3,1,4,2,2,4,2,2,3,1,4,3,4,1,1,1.11691539518443395,2,1
18_03_00,3,3,2,2,4,4,4,2,3,2,1,2,3,2,1,4,2,1,2,3,0.97467943448089633,2,4
27_02_02,3,1,2,1,1,2,1,2,4,4,2,1,1,1,2,1,3,2,3,3,1.00000000000000000,1,3
24_04_13,2,3,3,3,1,3,3,4,4,3,1,4,1,3,2,3,4,4,4,3,0.99498743710662008,3,3
28_11_30,4,2,2,2,2,4,3,4,3,4,3,2,4,4,4,3,2,1,4,4,0.97339611669658910,4,3
23_01_00,1,1,1,2,1,1,3,1,1,3,4,4,4,3,1,1,2,1,2,1,1.13578166916005463,1,1
13_01_01,1,3,3,4,2,4,3,3,2,4,3,4,1,3,3,2,3,1,1,3,1.01365674663566474,3,1
28_06_05,3,1,4,1,2,3,4,3,4,4,2,2,3,2,3,4,2,3,4,2,0.97979589711327131,2,3
25_00_59,4,2,3,4,4,3,3,3,2,3,4,3,3,3,4,3,3,3,4,3,0.59999999999999998,3,3
21_02_02,4,3,2,4,4,3,1,3,3,4,3,1,2,1,4,2,2,1,4,2,1.10792599030801697,4,2
19_05_02,3,3,3,1,2,4,3,2,4,3,4,3,4,3,3,3,4,2,4,3,0.80467384697155386,3,4
13_01_03,4,4,2,3,2,4,3,1,4,3,3,3,4,4,1,3,3,1,4,4,1.04880884817015163,4,1
17_02_05,2,4,2,2,3,4,1,3,1,4,1,3,4,3,1,1,1,2,2,2,1.10000000000000009,1,2
24_05_00,4,1,2,2,3,2,3,4,4,1,2,2,1,2,2,2,3,3,4,3,0.97467943448089633,2,3
16_00_36,2,2,1,1,2,2,2,3,1,4,2,2,1,1,1,2,3,2,4,1,0.92059763197609834,2,1
28_02_03,3,2,2,4,3,3,3,4,3,4,3,3,3,3,2,4,1,2,2,2,0.81240384046359615,3,2
28_01_10,1,2,1,2,2,1,2,1,2,1,1,4,3,4,1,2,1,1,3,3,0.99498743710661997,1,3
24_04_06,3,3,1,1,3,3,4,1,3,4,4,4,1,4,4,4,3,3,1,3,1.15217186218029122,3,2
17_02_04,4,1,2,4,3,3,3,2,4,4,4,3,3,2,4,1,2,4,3,1,1.06183802907976510,4,3
10_03_01,1,3,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,3,3,0.73484692283495356,1,1
24_04_07,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.00000000000000000,4,4
25_00_43,4,4,4,4,4,4,4,3,4,2,4,4,4,3,4,4,4,2,3,3,0.66332495807108005,4,4
25_05_15,2,3,4,3,3,3,3,1,3,3,3,4,2,3,2,3,2,3,4,2,0.74833147735478822,3,1
25_05_17,3,2,2,1,2,2,4,2,3,2,2,2,2,2,2,2,2,3,3,3,0.64031242374328490,2,2
13_01_05,1,3,2,1,1,3,1,1,2,1,1,1,1,3,2,4,1,1,2,2,0.90000000000000002,1,2
13_02_00,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,1,3,4,4,4,0.72629195231669752,4,3
25_00_40,3,4,4,4,3,4,3,2,3,2,2,3,3,3,2,3,4,4,3,3,0.70000000000000007,3,3
17_02_06,4,3,1,3,3,3,1,2,3,4,3,2,2,3,2,2,2,1,2,4,0.92195444572928875,2,3
16_00_31,2,4,4,3,2,2,1,4,3,4,3,2,1,2,4,3,4,3,3,3,0.96306801421291122,3,1
20_02_04,2,2,2,2,2,4,2,2,2,4,1,3,4,1,2,2,3,1,1,2,0.92736184954957046,2,2
25_00_58,4,4,4,4,3,4,4,2,3,1,2,2,3,3,3,2,3,4,4,3,0.88881944173155891,4,3
28_01_04,3,2,3,4,2,2,3,4,2,2,2,3,2,2,3,1,1,1,3,3,0.86023252670426265,2,3
25_00_47,4,4,4,3,3,2,1,4,3,4,3,3,4,3,4,4,4,4,3,4,0.79999999999999982,4,4
28_05_04,4,4,4,4,3,3,4,3,3,4,3,4,3,2,4,2,2,4,4,4,0.73484692283495334,4,4
16_00_35,4,2,1,3,3,2,4,1,2,2,1,3,2,3,1,2,2,1,1,4,1.02956301409870021,2,2
28_11_29,4,1,2,3,2,3,3,3,3,2,4,2,4,4,4,3,2,1,2,2,0.95393920141694577,2,3
20_03_08,4,2,2,1,2,2,4,2,3,2,4,2,2,4,3,2,3,1,1,4,1.02469507659595993,2,3
27_05_01,1,1,3,1,1,1,1,4,3,2,1,2,4,2,1,2,2,2,2,4,1.04880884817015163,1,1
24_04_10,4,1,3,3,2,3,4,2,3,3,2,4,3,4,4,4,2,1,2,1,1.04283268073071045,3,1
24_05_06,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,0.39999999999999997,4,4
10_04_02,1,3,1,2,3,1,1,3,3,1,4,1,4,3,1,3,1,1,1,2,1.09544511501033215,1,2
10_04_03,2,3,1,3,3,4,3,3,2,4,3,4,4,3,2,3,3,1,2,2,0.88741196746494244,3,3
24_04_05,1,1,3,2,4,2,1,4,2,3,1,1,1,3,1,3,3,3,2,2,1.01365674663566474,1,2
16_00_18,4,1,3,3,1,4,2,3,4,4,1,4,2,3,4,1,4,4,4,3,1.16081867662438998,4,1
28_05_17,4,2,4,4,4,4,1,3,3,4,4,3,3,3,4,4,3,3,4,3,0.79214897588774302,4,4
24_08_00,3,4,4,2,2,2,1,4,4,2,1,2,2,2,4,2,4,3,1,3,1.06770782520313112,2,2
13_01_00,2,2,2,2,2,2,3,2,2,2,1,3,3,4,3,2,2,1,2,2,0.67823299831252692,2,2
25_00_62,4,1,3,4,3,3,4,3,3,1,2,2,4,3,3,4,3,4,4,3,0.92059763197609856,3,3
16_00_32,1,1,2,3,3,2,2,2,2,4,1,1,3,3,1,1,2,2,2,1,0.86458082328952901,2,1
10_04_01,1,1,3,1,3,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,0.66895440801298267,1,1
21_07_00,2,2,2,3,2,4,1,1,4,4,1,1,4,1,1,4,2,1,2,2,1.16619037896905997,1,1
24_06_02,4,4,4,3,1,4,2,4,1,3,1,4,2,1,3,1,2,2,3,2,1.16081867662438976,4,3
10_04_00,1,3,1,2,1,1,1,4,1,2,1,1,1,1,4,1,3,4,1,2,1.12249721603218244,1,1
25_05_14,3,2,2,2,4,2,4,2,2,3,2,4,4,3,2,3,2,2,3,2,0.79214897588774291,2,3
24_04_08,2,2,3,2,4,4,4,2,2,3,3,4,4,1,3,3,3,4,3,4,0.89442719099991586,3,3
28_06_04,4,4,3,3,2,4,3,2,3,4,3,4,2,4,4,3,4,1,3,3,0.85293610546159904,3,3
20_02_07,3,4,4,3,2,3,1,4,4,3,4,4,3,3,4,1,4,3,4,3,0.92736184954957046,4,3
24_04_23,3,4,1,2,3,3,1,2,4,3,4,3,4,3,3,3,3,1,1,2,1.01365674663566474,3,3
18_05_02,2,2,2,3,2,4,3,2,1,4,1,3,4,3,1,2,3,1,2,2,0.96306801421291111,2,1
16_00_33,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,3,2,1,1,1,0.86023252670426276,1,1
28_01_03,2,1,3,2,1,2,2,3,1,1,1,1,3,2,1,1,3,2,1,3,0.81240384046359604,1,2
27_02_01,2,3,4,3,3,2,3,4,4,4,3,3,3,1,2,1,4,2,2,2,0.94207218407083859,3,2
24_04_14,2,2,4,4,3,4,3,3,3,4,2,4,4,3,2,3,4,2,4,4,0.81240384046359615,4,4
25_02_00,4,3,1,1,4,2,4,3,2,1,2,2,2,3,2,2,2,1,2,3,0.95393920141694566,2,2
25_09_00,2,2,3,4,4,3,2,2,2,1,2,3,1,3,2,3,2,2,2,3,0.79999999999999993,2,2
28_05_16,3,3,4,3,2,3,3,4,4,3,3,3,4,4,4,3,3,1,4,4,0.76648548583779463,3,3
21_02_01,1,3,1,1,2,2,2,2,1,1,1,1,4,1,1,2,2,2,4,2,0.92736184954957035,1,1
24_05_18,2,4,3,4,2,3,4,3,3,3,4,3,1,2,3,1,4,3,4,4,0.94868329805051377,3,1
20_02_01,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,3,2,1,1,0.58949130612757983,1,1
23_00_18,4,1,1,1,1,2,1,3,3,4,3,1,1,4,1,2,3,1,1,2,1.14017542509913805,1,1
24_04_09,2,3,3,3,4,4,4,4,2,3,4,2,4,2,4,4,4,4,4,4,0.79999999999999982,4,4
25_05_18,2,3,1,3,4,3,3,2,2,4,4,2,3,4,3,3,2,3,3,2,0.81240384046359626,3,3
