VideoID,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,Vote9,Vote10,Vote11,Vote12,Vote13,Vote14,Vote15,Vote16,Vote17,Vote18,Vote19,Vote20,StdDev,Mode,GA
20_03_10,3,3,2,1,4,4,1,3,2,3,4,4,2,4,3,3,1,2,2,3,1.00498756211208917,3,1
16_00_24,3,3,3,4,3,1,2,4,3,3,4,1,3,3,4,3,3,3,1,3,0.90967026993301270,3,2
12_04_01,3,3,3,3,4,1,4,2,1,1,1,3,4,3,3,2,2,4,1,2,1.07238052947636087,3,3
11_03_05,4,3,4,3,4,3,4,4,3,4,4,4,4,4,1,3,4,3,4,4,0.73993242934743719,4,4
10_05_15,3,2,2,1,2,2,2,1,1,1,2,3,1,3,2,2,3,1,2,3,0.73993242934743708,2,3
28_02_06,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,0.43301270189221930,4,4
12_04_06,1,4,4,2,2,3,2,2,3,4,1,4,2,3,2,4,2,1,3,1,1.07238052947636087,2,3
17_02_08,3,1,4,4,2,4,2,4,3,3,1,1,3,4,3,3,2,3,1,3,1.05356537528527383,3,3
18_07_12,1,4,4,4,3,2,4,1,2,4,1,4,2,3,3,3,4,3,1,1,1.18743420870379168,4,4
25_05_38,4,4,4,2,4,3,4,4,3,3,3,4,4,4,3,3,4,4,4,4,0.58309518948453021,4,4
10_05_10,3,1,3,3,2,3,3,4,3,4,3,1,2,3,2,2,3,3,1,1,0.92195444572928875,3,3
09_02_01,4,4,4,4,4,4,1,4,4,3,4,4,4,3,4,2,4,4,3,4,0.80000000000000004,4,4
18_07_08,3,3,3,3,4,2,3,1,1,4,3,3,4,3,1,3,2,1,4,3,1.00498756211208895,3,4
20_03_25,3,3,3,3,4,2,1,4,3,2,1,3,2,3,3,3,3,4,4,2,0.87177978870813488,3,4
24_05_09,2,4,4,4,4,3,3,4,4,1,4,3,2,2,3,4,2,3,1,4,1.02347447452293605,4,4
23_02_00,2,3,2,3,2,4,2,1,2,3,3,3,3,4,3,2,3,1,4,3,0.85293610546159915,3,2
20_03_14,1,3,4,4,3,2,2,3,3,3,1,3,2,2,1,2,2,2,3,2,0.86023252670426265,2,2
11_03_13,3,1,4,4,2,4,3,1,3,3,3,1,2,3,2,2,2,3,4,3,0.96306801421291111,3,3
28_07_04,4,4,4,3,1,4,4,4,2,4,4,4,2,4,4,4,4,3,4,3,0.86602540378443860,4,3
28_11_35,2,1,3,4,1,4,3,3,2,4,4,2,3,3,4,4,4,1,4,2,1.09087121146357147,4,3
20_03_11,2,2,2,4,4,4,2,3,2,4,3,1,3,3,1,3,2,4,2,2,0.96306801421291111,2,3
09_02_02,4,4,4,3,1,2,4,4,3,1,3,3,1,4,3,2,3,3,4,4,1.04880884817015163,4,3
09_02_00,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,0.58949130612758005,4,3
25_05_45,4,4,3,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,4,4,0.53619026473818043,4,4
18_06_03,2,2,4,4,2,4,3,3,2,4,1,4,3,2,1,2,3,2,4,3,0.99373034571758956,2,3
15_02_00,3,2,1,1,1,2,1,3,3,2,2,2,4,2,1,1,3,1,1,4,1.00000000000000000,1,3
23_02_02,1,1,2,2,1,2,1,1,3,3,1,2,1,3,1,1,4,2,2,1,0.88741196746494244,1,2
24_05_10,3,4,4,4,4,3,1,2,4,2,4,2,4,3,1,2,4,4,2,3,1.04880884817015163,4,4
11_03_16,2,1,3,4,4,3,4,2,4,3,3,3,2,3,3,3,4,3,1,2,0.90967026993301270,3,3
18_07_11,3,4,4,1,4,3,3,4,3,1,4,3,4,2,3,3,3,4,3,4,0.90967026993301270,3,4
25_09_02,3,1,2,4,2,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,1.01365674663566452,4,3
25_05_44,4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,2,4,4,4,0.64031242374328490,4,3
28_02_07,4,3,4,2,4,1,4,3,4,3,3,4,3,3,4,3,3,3,4,4,0.78102496759066542,3,4
24_05_15,4,2,2,3,1,2,4,3,4,3,2,4,3,4,2,4,2,3,2,3,0.90967026993301270,2,4
23_02_07,2,3,4,3,3,3,4,4,2,3,4,2,3,3,2,2,2,3,2,3,0.72629195231669752,3,3
25_05_35,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,0.53619026473818043,4,4
12_04_04,2,4,3,4,3,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,0.58949130612758005,4,3
12_04_00,3,1,3,1,1,2,2,1,3,1,1,2,2,2,4,1,2,1,2,3,0.88881944173155880,1,2
20_03_24,3,4,2,1,2,2,2,1,1,1,1,2,3,2,2,2,4,1,2,3,0.92059763197609845,2,3
25_05_42,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,3,0.48989794855663571,4,4
12_04_09,2,1,2,2,3,3,1,4,1,2,2,1,4,2,1,1,4,1,1,1,1.07121426428142752,1,3
21_08_00,2,4,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,4,4,1,0.78102496759066542,3,1
20_03_18,2,1,2,1,1,4,1,4,3,1,1,2,1,4,2,1,4,2,2,2,1.11691539518443395,1,2
17_02_07,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,0.64031242374328479,1,2
11_03_15,3,3,4,4,4,1,4,4,3,3,4,2,3,3,1,2,3,3,4,4,0.94339811320566036,3,4
20_03_22,3,4,3,4,4,4,4,4,3,4,4,2,4,3,2,2,2,4,2,3,0.82915619758884995,4,4
28_11_13,3,2,4,4,4,3,1,3,4,4,4,3,3,4,4,3,3,4,3,4,0.79214897588774302,4,4
24_10_01,4,3,2,4,1,2,4,4,1,3,4,4,4,4,3,2,1,4,2,4,1.14017542509913805,4,4
25_05_41,3,3,4,4,4,1,4,4,4,3,4,1,4,3,4,3,3,4,1,4,1.04283268073071045,4,4
15_02_01,3,4,2,2,2,3,1,1,3,3,1,3,1,3,3,3,3,3,4,2,0.92195444572928875,3,3
24_05_16,3,2,2,4,1,2,4,1,3,3,3,2,2,2,2,2,2,3,3,3,0.80467384697155420,2,3
23_02_01,4,3,4,4,4,4,1,1,2,4,4,3,4,4,3,3,3,3,4,2,0.97979589711327120,4,4
18_06_02,3,4,3,4,4,3,4,2,4,4,2,4,3,3,3,4,4,4,3,3,0.66332495807108005,4,4
12_04_03,4,3,1,1,1,1,1,1,1,1,2,3,4,1,2,1,4,1,1,2,1.12249721603218244,1,2
16_02_00,2,2,3,4,1,2,1,4,2,3,3,1,3,2,2,3,2,2,3,2,0.85293610546159904,2,3
28_11_12,3,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,0.53619026473818043,4,3
15_01_06,3,3,2,1,2,3,1,2,1,1,2,4,2,2,2,2,3,1,2,3,0.83066238629180755,2,2
18_07_02,3,3,1,2,4,3,1,1,3,3,1,3,1,3,3,3,4,4,1,1,1.11355287256600421,3,3
25_05_36,4,4,4,4,3,3,3,4,4,4,1,4,4,2,3,3,4,4,3,4,0.80467384697155420,4,4
23_02_08,4,4,2,3,4,4,3,4,2,3,2,4,4,4,3,4,3,4,4,3,0.73484692283495334,4,4
20_03_26,3,3,2,2,3,3,1,1,2,2,1,2,2,3,2,2,2,2,3,2,0.65383484153110105,2,3
17_02_13,1,1,1,1,1,1,1,1,3,2,3,1,2,1,4,1,1,3,1,1,0.92059763197609845,1,1
10_05_11,3,3,1,2,2,1,4,3,4,4,4,4,3,4,1,1,3,4,3,4,1.13578166916005485,4,4
23_02_06,1,3,1,1,2,1,2,2,3,3,1,1,1,2,1,3,1,1,1,2,0.79214897588774291,1,2
12_04_12,1,4,2,3,1,1,4,1,3,2,1,2,1,1,3,2,4,2,1,1,1.09544511501033215,1,3
23_02_03,1,2,2,4,4,3,2,2,1,2,2,2,2,1,1,1,1,1,3,2,0.92059763197609834,2,2
18_06_00,3,2,4,4,2,2,1,2,3,4,3,2,3,4,2,3,2,3,2,3,0.84261497731763579,2,4
20_03_16,3,4,4,4,4,3,1,3,3,3,4,4,4,3,2,2,3,2,3,3,0.83066238629180755,3,4
18_07_05,4,3,4,4,3,2,1,1,2,4,2,4,4,4,3,3,3,2,3,4,1.00000000000000000,4,4
25_06_00,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,0.45825756949558405,4,3
20_03_20,3,4,1,1,4,1,1,1,3,3,4,1,4,3,1,2,1,2,1,2,1.19478031453485189,1,3
18_07_04,3,4,4,3,4,2,4,3,3,4,4,3,4,4,3,4,2,4,4,3,0.66895440801298278,4,4
11_03_06,4,1,4,4,4,4,4,4,4,2,4,1,3,1,4,4,4,4,1,4,1.21963109176504680,4,4
21_07_05,1,2,2,2,1,2,1,1,1,4,1,1,1,1,2,2,2,2,1,3,0.79214897588774291,1,2
24_10_00,3,3,1,1,1,3,3,2,4,4,3,3,3,3,1,1,3,3,1,3,1.02347447452293605,3,3
24_09_01,1,1,1,1,1,1,1,1,3,2,1,1,1,2,3,2,1,3,1,1,0.73993242934743719,1,2
15_02_03,2,4,4,3,3,1,1,1,2,1,3,3,3,3,3,3,3,3,3,4,0.96306801421291111,3,4
12_04_07,4,4,3,3,4,4,1,4,2,2,1,4,4,4,4,2,4,4,3,3,1.02956301409869999,4,3
11_03_07,2,4,3,3,4,2,4,4,4,1,4,3,4,3,3,2,2,4,2,3,0.92059763197609845,4,3
16_00_41,2,1,4,4,4,2,1,1,1,3,4,3,4,3,2,2,4,2,3,3,1.10792599030801675,4,2
16_01_02,3,2,2,3,4,2,1,3,1,4,4,1,2,3,3,3,1,2,2,2,0.96953597148326587,2,2
25_09_04,3,4,4,4,4,3,4,4,4,2,4,3,3,3,3,2,4,3,3,4,0.66332495807108005,4,4
11_03_17,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,1,1,1,0.71414284285428498,1,1
18_07_13,2,3,4,4,4,3,4,4,2,4,4,3,4,4,3,4,4,3,4,1,0.86023252670426265,4,4
25_07_00,4,4,4,4,4,3,3,4,4,3,4,3,4,4,3,4,4,3,4,4,0.45825756949558405,4,3
28_05_09,1,2,2,4,2,2,4,1,4,2,3,3,2,4,4,2,4,3,2,4,1.04283268073071045,2,2
20_03_17,3,4,3,3,2,3,4,4,2,3,3,3,4,3,3,3,4,2,3,4,0.65383484153110105,3,4
15_02_02,1,1,3,4,2,3,3,4,2,4,3,2,3,4,2,3,2,2,4,3,0.94207218407083859,3,4
25_05_34,4,4,4,4,3,3,1,3,4,3,3,4,3,4,1,2,4,1,3,3,1.02347447452293605,3,3
19_05_08,3,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,3,1,1,1,0.67082039324993692,1,3
11_03_03,2,3,1,1,1,1,1,1,2,3,1,2,2,1,1,1,1,1,1,1,0.66332495807108016,1,1
28_11_32,3,1,1,3,4,3,2,1,3,2,1,3,1,2,3,3,3,3,1,2,0.94207218407083859,3,1
20_03_23,2,3,1,1,1,3,4,2,4,4,3,4,3,3,1,1,3,4,2,3,1.11355287256600444,3,3
11_03_04,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,4,0.72629195231669752,1,1
12_04_05,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,2,3,3,4,0.58949130612757983,4,4
19_05_06,4,4,4,2,2,3,2,1,2,4,2,3,1,3,2,4,1,2,1,1,1.11355287256600444,2,2
17_02_15,1,3,3,2,1,4,2,1,2,4,1,1,1,1,1,2,1,1,4,2,1.09087121146357147,1,2
28_07_02,3,3,1,4,4,4,1,1,3,2,2,4,1,3,3,4,3,4,4,3,1.10792599030801675,3,3
25_09_01,2,3,2,3,3,1,4,4,2,3,4,2,3,3,2,2,3,4,1,4,0.94207218407083859,3,3
23_02_05,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,4,1,3,3,3,0.73484692283495356,4,4
25_05_37,2,3,3,1,2,4,1,1,3,1,2,2,3,2,3,2,3,1,2,2,0.85293610546159915,2,2
25_09_03,4,3,3,3,3,3,2,4,4,1,2,3,4,4,1,4,3,2,3,3,0.92059763197609845,3,3
28_11_02,3,4,3,2,4,2,4,2,2,3,4,4,3,3,3,2,4,4,3,3,0.76811457478686085,3,3
24_05_08,3,2,3,2,2,2,2,4,3,1,3,2,3,2,2,2,2,2,2,3,0.65383484153110105,2,2
26_01_00,3,3,2,2,2,3,1,4,3,2,4,3,2,1,3,3,3,2,2,3,0.80467384697155420,3,2
25_05_40,3,1,2,4,4,4,1,4,3,3,4,4,4,4,4,3,4,3,1,4,1.07703296142690097,4,3
28_11_01,2,4,4,2,2,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,0.73993242934743730,4,4
12_04_11,4,4,4,4,1,4,2,1,1,3,4,4,1,3,2,3,1,2,2,2,1.19999999999999996,4,2
20_03_15,4,1,3,2,1,1,1,2,2,1,2,3,3,3,1,1,1,1,2,3,0.94339811320566047,1,3
18_06_04,4,3,3,4,3,4,2,3,3,3,1,1,4,4,1,2,3,3,4,2,1.01365674663566474,3,3
15_02_06,2,1,3,3,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,0.59999999999999998,2,3
15_01_08,3,1,2,4,2,4,1,3,3,2,1,1,4,3,2,2,4,2,2,4,1.07238052947636087,2,3
28_11_31,3,3,4,3,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,3,0.50000000000000000,3,3
28_08_02,3,3,3,4,4,4,4,4,2,4,4,2,4,3,2,3,3,4,4,2,0.78102496759066542,4,2
20_03_21,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,3,1,1,2,0.59160797830996159,1,1
25_08_00,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,3,0.64031242374328490,4,3
16_00_42,3,2,3,2,1,2,3,2,3,2,4,1,1,2,1,2,3,2,2,3,0.81240384046359615,2,1
15_02_04,3,1,1,4,1,2,2,4,2,1,4,4,2,3,3,2,2,3,1,2,1.06183802907976510,2,3
18_07_03,3,4,3,1,4,2,4,3,4,4,4,4,3,3,3,2,3,4,4,4,0.84261497731763579,4,4
21_09_00,1,3,2,1,1,4,2,1,3,4,2,1,1,3,1,1,1,1,4,4,1.20312094155159643,1,2
12_04_02,3,1,4,3,2,3,4,4,3,4,2,3,3,3,4,2,1,2,3,3,0.90967026993301270,3,3
18_07_06,2,3,3,4,4,4,3,4,3,3,3,4,4,3,2,3,4,4,4,3,0.65383484153110105,3,4
28_11_11,4,4,4,4,4,3,3,4,4,3,2,4,3,4,4,3,4,4,3,3,0.58949130612757994,4,2
17_02_09,4,3,4,2,1,3,2,2,3,1,3,4,3,4,2,2,2,3,1,1,1.02469507659595993,2,3
09_03_00,2,2,1,2,1,2,3,2,3,2,1,4,4,2,1,1,4,1,1,1,1.04880884817015163,1,2
10_05_09,3,3,1,1,2,2,1,1,1,1,2,3,3,2,2,3,2,1,3,3,0.83666002653407556,1,2
28_11_10,3,4,3,3,3,4,3,3,2,3,3,3,4,4,4,3,4,4,4,1,0.76648548583779463,3,2
